EAN,Código Interno,Nombre Producto,Categoría,Subcategoría,Marca,Fabricante,Precio de Lista,Precio de Oferta,Tipo de Oferta,URL
7794000009417,,aderezo bacon hellmanns 250 gr,mayonesas,GENERAL,HELLMANNS,,2779.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000009417&P=1
7790580135430,,mayonesa bc la campagnola 1 kg,mayonesas,GENERAL,LA CAMPAGNOLA,,4562.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790580135430&P=1
7794000005433,,aderezo vegano s/tacc hellmanns 500 gr,mayonesas,GENERAL,HELLMANNS,,2902.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000005433&P=1
7794000005426,,aderezo vegano hellmanns 250 gr,mayonesas,GENERAL,HELLMANNS,,1694.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000005426&P=1
7790580137595,,mayonesa bc d/pack la campagnola 125 gr,mayonesas,GENERAL,LA CAMPAGNOLA,,735.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790580137595&P=1
7792180142016,,mayonesa canuelas 250 cc,mayonesas,GENERAL,CANUELAS,,1151.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180142016&P=1
7794000006065,,mayonesa clasica d.pack hellmanns 237 gr,mayonesas,GENERAL,HELLMANNS,,1040.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000006065&P=1
7794000006058,,mayonesa clasica d.pack hellmanns 950 gr,mayonesas,GENERAL,HELLMANNS,,4074.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000006058&P=1
7794000006072,,mayonesa clasica s.pack hellmanns 475 gr,mayonesas,GENERAL,HELLMANNS,,1990.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000006072&P=1
7798146139090,,mayonesa con ajo tau 300 gr,mayonesas,GENERAL,TAU,,3368.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139090&P=1
7791620187723,,mayonesa d/pack danica fiesta 250 gr,mayonesas,GENERAL,DANICA FIESTA,,916.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187723&P=1
7791620187730,,mayonesa d/pack danica fiesta 500 cc,mayonesas,GENERAL,DANICA FIESTA,,1594.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187730&P=1
7791620187747,,mayonesa d/pack danica fiesta 950 gr,mayonesas,GENERAL,DANICA FIESTA,,2861.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187747&P=1
7791866001203,,mayonesa d/pack natura 250 cc,mayonesas,GENERAL,NATURA,,1426.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866001203&P=1
7791620187679,,mayonesa danica 1 kg,mayonesas,GENERAL,DANICA,,3036.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187679&P=1
7791866001364,,mayonesa d/pack natura 500 cc,mayonesas,GENERAL,NATURA,,2794.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866001364&P=1
7791620187655,,mayonesa danica 250 gr,mayonesas,GENERAL,DANICA,,924.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187655&P=1
7791620187662,,mayonesa doy pack danica 500 gr,mayonesas,GENERAL,DANICA,,1724.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187662&P=1
7798146138864,,mayonesa light heinz 350 gr,mayonesas,GENERAL,HEINZ,,2826.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146138864&P=1
7798146138871,,mayonesa light heinz 850 gr,mayonesas,GENERAL,HEINZ,,5584.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146138871&P=1
7791620187686,,mostaza d.pack danica 220 gr,mayonesas,GENERAL,DANICA,,920.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187686&P=1
7794000006478,,mostaza d/pack savora 250 gr,mayonesas,GENERAL,SAVORA,,1182.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000006478&P=1
7791866000510,,mostaza d/pack natura 500 gr,mayonesas,GENERAL,NATURA,,1911.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866000510&P=1
7798146139076,,mostaza dulce tau 320 gr,mayonesas,GENERAL,TAU,,4021.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139076&P=1
7791620187648,,mostaza fiesta 220 gr,mayonesas,GENERAL,FIESTA,,792.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187648&P=1
7791866004211,,mostaza natura 250 gr,mayonesas,GENERAL,NATURA,,1021.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866004211&P=1
7792900990729,,salsa mostaza c/miel dos anclas 400 gr,mayonesas,GENERAL,DOS ANCLAS,,4437.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900990729&P=1
7790580150457,,ketchup americano la campagnola 250 gr,mayonesas,GENERAL,LA CAMPAGNOLA,,1450.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790580150457&P=1
7791620187693,,ketchup doy pack danica 220 gr,mayonesas,GENERAL,DANICA,,1240.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187693&P=1
7791620187631,,ketchup fiesta 220 gr,mayonesas,GENERAL,FIESTA,,1154.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187631&P=1
7793360103025,,ketchup hot la campagnola 250 gr,mayonesas,GENERAL,LA CAMPAGNOLA,,1530.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7793360103025&P=1
7793360103018,,ketchup la campagnola 250 gr,mayonesas,GENERAL,LA CAMPAGNOLA,,1520.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7793360103018&P=1
7791866000381,,ketchup natura 250 cc,mayonesas,GENERAL,NATURA,,1525.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866000381&P=1
7791620187716,,salsa barbacoa ahumado danica 220 gr,mayonesas,GENERAL,DANICA,,1502.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187716&P=1
7791866000664,,ketchup natura 500 gr,mayonesas,GENERAL,NATURA,,3000.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791866000664&P=1
7794000006188,,ketchup d/pack hellmanns 250 gr,mayonesas,GENERAL,HELLMANNS,,1708.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000006188&P=1
7794000007741,,salsa golf hellmanns 250 gr,mayonesas,GENERAL,HELLMANNS,,2413.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7794000007741&P=1
7791620187709,,salsa golf trad. danica 220 gr,mayonesas,GENERAL,DANICA,,1257.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187709&P=1
7791620187327,,salsa golf trad. danica 220 gr,mayonesas,GENERAL,DANICA,,1257.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791620187327&P=1
7798146138970,,aderezo caesar light tau 310 gr,mayonesas,GENERAL,TAU,,3865.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146138970&P=1
7790139100575,,aderezo barbacoa casalta 335 gr,mayonesas,GENERAL,CASALTA,,3887.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139100575&P=1
7798146138963,,aderezo caesar tau 300 gr,mayonesas,GENERAL,TAU,,3928.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146138963&P=1
7798146138994,,aderezo chimichurri tau 310 gr,mayonesas,GENERAL,TAU,,3334.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146138994&P=1
7790070265463,,aderezo ensalada clasico cocinero 500 gr,mayonesas,GENERAL,COCINERO,,2106.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265463&P=1
7798146139052,,aderezo coleslaew tau 310 gr,mayonesas,GENERAL,TAU,,3838.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139052&P=1
7790070265456,,aderezo ensalada s/ aceto-oliva cocinero 500 ml,mayonesas,GENERAL,COCINERO,,2348.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265456&P=1
7798146139007,,aderezo p/carnes tau 300 gr,mayonesas,GENERAL,TAU,,3810.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139007&P=1
7798146139069,,aderezo teriyaki agridulce tau 320 gr,mayonesas,GENERAL,TAU,,3810.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139069&P=1
0000040122649,,aderezo yogurt c/hierbas kuhne 250 ml,mayonesas,GENERAL,KUHNE,,5086.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0000040122649&P=1
7798146139038,,barbacoa tau 340 gr,mayonesas,GENERAL,TAU,,4120.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798146139038&P=1
7790127781410,,chimichurri clasico vanoli 190 gr,mayonesas,GENERAL,VANOLI,,1288.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790127781410&P=1
7790127781489,,chimichurri clasico vanoli 350 cc,mayonesas,GENERAL,VANOLI,,1698.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790127781489&P=1
7790127781014,,chimichurri picante vanoli 190 gr,mayonesas,GENERAL,VANOLI,,1358.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790127781014&P=1
7790127780987,,chimichurri picante vanoli 350 cc,mayonesas,GENERAL,VANOLI,,1698.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790127780987&P=1
7798334803109,,hummus c/aceite de oliva kyros 230 gr,mayonesas,GENERAL,KYROS,,4201.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798334803109&P=1
7798334803116,,hummus c/pimenton kyros 230 gr,mayonesas,GENERAL,KYROS,,4201.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798334803116&P=1
7798334803208,,hummus de ajo ahumado kyros 230 gr,mayonesas,GENERAL,KYROS,,3986.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798334803208&P=1
7798334803475,,hummus de remolacha kyros 230 gr,mayonesas,GENERAL,KYROS,,3988.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798334803475&P=1
7798334803123,,hummus garbanzos kyros 230 gr,mayonesas,GENERAL,KYROS,,3986.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798334803123&P=1
7790070265487,,aceite blend girasol y oliva cocinero 500 ml,mayonesas,GENERAL,COCINERO,,4344.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265487&P=1
7790045823780,,aceite girasol alto oleico granix 750 cc,mayonesas,GENERAL,GRANIX,,5068.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790045823780&P=1
7792180001641,,aceite girasol canuelas 900 cc,mayonesas,GENERAL,CANUELAS,,3380.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180001641&P=1
7792180001665,,aceite girasol canuelas 1500 cc,mayonesas,GENERAL,CANUELAS,,5459.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180001665&P=1
7790060023684,,aceite girasol cocinero 1500 cc,mayonesas,GENERAL,COCINERO,,5340.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790060023684&P=1
7790070012050,,aceite girasol cocinero 900 cc,mayonesas,GENERAL,COCINERO,,3372.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070012050&P=1
7798316700808,,aceite girasol legitimo 900 ml,mayonesas,GENERAL,LEGITIMO,,2964.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798316700808&P=1
7798316700815,,aceite girasol legitimo 1500 ml,mayonesas,GENERAL,LEGITIMO,,4792.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798316700815&P=1
7790272001005,,aceite girasol natura 900 ml,mayonesas,GENERAL,NATURA,,3385.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790272001005&P=1
7790580160807,,aceite maiz arcor 900 cc,mayonesas,GENERAL,ARCOR,,5568.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790580160807&P=1
7790070231697,,aceite maiz lira 900 ml,mayonesas,GENERAL,LIRA,,5492.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070231697&P=1
7790070265333,,fritolim clasico cocinero 126 cc,mayonesas,GENERAL,COCINERO,,3571.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265333&P=1
7792180131935,,rocio vegetal girasol canuelas 187 cc,mayonesas,GENERAL,CANUELAS,,3999.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180131935&P=1
7790130003219,,rocio vegetal girasol menoyo 120 gr,mayonesas,GENERAL,MENOYO,,4848.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130003219&P=1
7790272000848,,rocio vegetal maiz clasico mazola 120 gr,mayonesas,GENERAL,MAZOLA,,4380.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790272000848&P=1
7790272000855,,rocio vegetal manteca mazola 126 cc,mayonesas,GENERAL,MAZOLA,,4380.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790272000855&P=1
0763571722411,,aceite d/coco neutro entrenuts 200 cc,mayonesas,GENERAL,ENTRENUTS,,5073.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0763571722411&P=1
0763571722428,,aceite d/coco virgen entrenuts 200 cc,mayonesas,GENERAL,ENTRENUTS,,8894.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0763571722428&P=1
0656750783931,,aceite d/coco neutro entrenuts 360 cc,mayonesas,GENERAL,ENTRENUTS,,7410.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0656750783931&P=1
0763571722435,,aceite de coco virgen entrenuts 360 cc,mayonesas,GENERAL,ENTRENUTS,,12559.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0763571722435&P=1
7798080520541,,aceite de oliva c/ aji picante la toscana 250 ml,mayonesas,GENERAL,LA TOSCANA,,7670.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798080520541&P=1
7798080521531,,aceite de oliva c/ pesto la toscana 250 ml,mayonesas,GENERAL,LA TOSCANA,,8091.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798080521531&P=1
7798187680025,,aceite de oliva la negrita 500 ml,mayonesas,GENERAL,LA NEGRITA,,17013.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798187680025&P=1
7790070265319,,aceite girasol aerosol lira 120 gr,mayonesas,GENERAL,LIRA,,3617.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265319&P=1
7790272008387,,aceite oliva andino natura 500 ml,mayonesas,GENERAL,NATURA,,17159.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790272008387&P=1
7792900093871,,aceite oliva botella altavia 250 ml,mayonesas,GENERAL,ALTAVIA,,7459.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900093871&P=1
7798080520534,,aceite oliva c/albahaca la toscana 250 ml,mayonesas,GENERAL,LA TOSCANA,,8091.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798080520534&P=1
7792180005182,,aceite oliva clasico canuelas 500 ml,mayonesas,GENERAL,CANUELAS,,12836.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180005182&P=1
7792180005175,,aceite oliva clasico lata canuelas 500 ml,mayonesas,GENERAL,CANUELAS,,14895.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792180005175&P=1
7798061190312,,aceite oliva clasico pet oliovita 500 cc,mayonesas,GENERAL,OLIOVITA,,12782.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798061190312&P=1
0742832320580,,aceite oliva clasico viridian 2 lt,mayonesas,GENERAL,VIRIDIAN,,48938.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0742832320580&P=1
7790070265142,,aceite oliva cocinero 500 ml,mayonesas,GENERAL,COCINERO,,10619.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070265142&P=1
7790272008394,,aceite oliva e/suave natura 500 ml,mayonesas,GENERAL,NATURA,,14708.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790272008394&P=1
7798061190664,,aceite oliva clasico pet. oliovita 250 ml,mayonesas,GENERAL,OLIOVITA,,8572.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798061190664&P=1
7798436180030,,aceite oliva e/virgen bot. olei&co 500 ml,mayonesas,GENERAL,OLEI&CO,,17211.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798436180030&P=1
7790070231833,,aceite oliva e/virgen clasico lira 500 ml,mayonesas,GENERAL,LIRA,,13424.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070231833&P=1
7798430090014,,aceto balsamico ahumado acetaia millan 250 cc,mayonesas,GENERAL,ACETAIA MILLAN,,7074.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798430090014&P=1
7790139004521,,aceto balsamico ahumado glaze casalta 250 ml,mayonesas,GENERAL,CASALTA,,4667.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139004521&P=1
7790139004613,,aceto balsamico c/curry casalta 250 ml,mayonesas,GENERAL,CASALTA,,4869.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139004613&P=1
7790139000448,,aceto balsamico clasico casalta 250 ml,mayonesas,GENERAL,CASALTA,,3610.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139000448&P=1
7792900092966,,aceto balsamico altavia 250 cc,mayonesas,GENERAL,ALTAVIA,,5909.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900092966&P=1
7790139003357,,aceto balsamico clasico casalta 400 cc,mayonesas,GENERAL,CASALTA,,5804.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003357&P=1
7790070228611,,aceto balsamico cocinero 500 ml,mayonesas,GENERAL,COCINERO,,4208.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070228611&P=1
7798159949006,,aceto balsamico contra viento 250 ml,mayonesas,GENERAL,CONTRA VIENTO,,4202.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798159949006&P=1
7790139003425,,aceto balsamico favinco 250 ml,mayonesas,GENERAL,FAVINCO,,2776.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003425&P=1
7790139002121,,aceto balsamico favinco 500 cc,mayonesas,GENERAL,FAVINCO,,4029.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139002121&P=1
7790139100186,,aceto balsamico glaze 4 pimientas casalta 250 ml,mayonesas,GENERAL,CASALTA,,4869.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139100186&P=1
7798080521272,,aceto balsamico la toscana 250 ml,mayonesas,GENERAL,LA TOSCANA,,3506.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798080521272&P=1
7790139003371,,aceto balsamico manzana casalta 400 ml,mayonesas,GENERAL,CASALTA,,6165.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003371&P=1
7793551002205,,aceto balsamico marvavic 250 cc,mayonesas,GENERAL,MARVAVIC,,7381.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7793551002205&P=1
7798159944902,,aceto balsamico millan 250 cc,mayonesas,GENERAL,MILLAN,,6280.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798159944902&P=1
7798430090038,,aceto balsamico millan 250 ml,mayonesas,GENERAL,MILLAN,,6575.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798430090038&P=1
7790070228031,,aceto balsamico modena cocinero 250 ml,mayonesas,GENERAL,COCINERO,,2271.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790070228031&P=1
7790199603818,,aceto balsamico morixe 250 ml,mayonesas,GENERAL,MORIXE,,4610.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790199603818&P=1
7798430090021,,aceto balsamico picante acetaia millan 250 ml,mayonesas,GENERAL,ACETAIA MILLAN,,7074.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798430090021&P=1
7798061191517,,aceto balsamico reduccion oliovita 250 ml,mayonesas,GENERAL,OLIOVITA,,2974.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798061191517&P=1
7790130000263,,vinagre alcohol alcazar 500 cc,mayonesas,GENERAL,ALCAZAR,,872.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000263&P=1
7792900093246,,vinagre alcohol dos anclas 1 lt,mayonesas,GENERAL,DOS ANCLAS,,1579.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900093246&P=1
7792900093024,,vinagre alcohol dos anclas 500 cc,mayonesas,GENERAL,DOS ANCLAS,,1093.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900093024&P=1
7790139003173,,vinagre alcohol casalta 1 lt,mayonesas,GENERAL,CASALTA,,1590.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003173&P=1
7790139101138,,vinagre alcohol favinco 1 lt,mayonesas,GENERAL,FAVINCO,,1478.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139101138&P=1
7790139101145,,vinagre alcohol favinco 500 ml,mayonesas,GENERAL,FAVINCO,,1082.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139101145&P=1
7790130000034,,vinagre alcohol menoyo 500 cc,mayonesas,GENERAL,MENOYO,,1090.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000034&P=1
7790139003166,,vinagre alcohol pet casalta 500 cc,mayonesas,GENERAL,CASALTA,,1121.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003166&P=1
7790130000058,,vinagre alcohol pvc menoyo 1 lt,mayonesas,GENERAL,MENOYO,,1600.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000058&P=1
0000040122588,,vinagre c/finas hierbas kuhne 250 ml,mayonesas,GENERAL,KUHNE,,5053.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=0000040122588&P=1
7792900093260,,vinagre manzana dos anclas 1 lt,mayonesas,GENERAL,DOS ANCLAS,,3522.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900093260&P=1
7790130000027,,vinagre manzana menoyo 500 cc,mayonesas,GENERAL,MENOYO,,2012.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000027&P=1
7790139101565,,vinagre sabor finas hierbas favinco 1 lt,mayonesas,GENERAL,FAVINCO,,2158.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139101565&P=1
7790139101572,,vinagre sabor mediterraneo favinco 1 lt,mayonesas,GENERAL,FAVINCO,,2158.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139101572&P=1
7792900093253,,vinagre vino dos anclas 1 lt,mayonesas,GENERAL,DOS ANCLAS,,2611.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900093253&P=1
7792900092980,,vinagre vino dos anclas 500 cc,mayonesas,GENERAL,DOS ANCLAS,,1761.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900092980&P=1
7790130000065,,vinagre vino menoyo 500 cc,mayonesas,GENERAL,MENOYO,,1704.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000065&P=1
7790139003296,,vinagre vino pet casalta 500 cc,mayonesas,GENERAL,CASALTA,,1786.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790139003296&P=1
7798016940931,,vinagre vino pvc fischer 930 cc,mayonesas,GENERAL,FISCHER,,1426.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798016940931&P=1
7790130000010,,vinagre vino pvc menoyo 1 lt,mayonesas,GENERAL,MENOYO,,2602.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790130000010&P=1
7798168320049,,sal entrefina marina c/especias liberato 250 gr,mayonesas,GENERAL,LIBERATO,,2647.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320049&P=1
7792900000046,,sal c/especias salero dos anclas 200 gr,mayonesas,GENERAL,DOS ANCLAS,,4434.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900000046&P=1
7798168320537,,"sal entrefina c/especias""8y1"" liberato 350 gr",mayonesas,GENERAL,LIBERATO,,2860.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320537&P=1
7792900000053,,sal c/hierbas aromaticas refinadas dos anclas 200 gr,mayonesas,GENERAL,DOS ANCLAS,,4434.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900000053&P=1
7798168320025,,sal entrefina c/especias liberato 250 gr,mayonesas,GENERAL,LIBERATO,,2360.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320025&P=1
7791004000044,,sal entrefina caja celusal 1 kg,mayonesas,GENERAL,CELUSAL,,2338.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791004000044&P=1
7798168320544,,sal entrefina marina c/especias liberato 350 gr,mayonesas,GENERAL,LIBERATO,,3092.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320544&P=1
7798168320520,,sal entrefina marina libertato 500 gr,mayonesas,GENERAL,LIBERTATO,,2110.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320520&P=1
7791004000051,,sal entrefina paquete celusal 1 kg,mayonesas,GENERAL,CELUSAL,,2108.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791004000051&P=1
7791004000020,,sal entrefina rinsal 1 kg,mayonesas,GENERAL,RINSAL,,945.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791004000020&P=1
7790072002080,,sal fina caja celusal 500 gr,mayonesas,GENERAL,CELUSAL,,1445.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790072002080&P=1
7792900000138,,sal fina caja dos anclas 500 gr,mayonesas,GENERAL,DOS ANCLAS,,1408.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900000138&P=1
7790072179607,,sal fina light caja celusal 500 gr,mayonesas,GENERAL,CELUSAL,,4474.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790072179607&P=1
7790072000079,,sal fina light salero celusal 235 gr,mayonesas,GENERAL,CELUSAL,,4514.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790072000079&P=1
7798168320063,,sal fina marina liberato 500 gr,mayonesas,GENERAL,LIBERATO,,2224.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7798168320063&P=1
7792900634142,,sal fina p/cocina salero dos anclas 500 gr,mayonesas,GENERAL,DOS ANCLAS,,3021.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900634142&P=1
7792900000428,,sal fina paq. dos anclas 500 gr,mayonesas,GENERAL,DOS ANCLAS,,1243.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7792900000428&P=1
7790072001014,,sal fina paquete celusal 500 gr,mayonesas,GENERAL,CELUSAL,,1321.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7790072001014&P=1
7791004000013,,sal fina rinsal 500 gr,mayonesas,GENERAL,RINSAL,,607.0,,,https://www.lareinaonline.com.ar/productosdet.asp?Pr=7791004000013&P=1
