COD;EAN;PRODUCTO;CATEGORIA;SUBCATEGORIA;MARCA;FABRICANTE;PRECIO_LISTA;PRECIO_OFERTA;TIPO_OFERTA;FECHA;ID_BANDERA;BANDERA
;7,79079E+12;YOGUR ILOLAY FIRME ENTERO DE VAINILLA EN POTE 120 GR;Lacteos;Yogur;ilolay;Savencia;490;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR GRAN COMPRA 154 GR. C/ CEREALES;Lacteos;Yogur;ilolay;Savencia;1560,4;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR GRAN COMPRA CREMOSO 120GR;Lacteos;Yogur;ilolay;Savencia;549;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY 165GR. CEREALES;Lacteos;Yogur;ilolay;Savencia;1190;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY CON CEREALES DESCREMADO ;Lacteos;Yogur;ilolay;Savencia;1190;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY CREMOSO 120GR;Lacteos;Yogur;ilolay;Savencia;490;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY CREMOSO P DESC  VAINILLA 120 GR;Lacteos;Yogur;ilolay;Savencia;490;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY ENTERO FIRME SABOR DULCE DE LECHE 190GR;Lacteos;Yogur;ilolay;Savencia;849;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY FIRME 120GR;Lacteos;Yogur;ilolay;Savencia;490;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY FIRME 190GR;Lacteos;Yogur;ilolay;Savencia;849;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;YOGUR ILOLAY SACHET 900GR;Lacteos;Yogur;ilolay;Savencia;1850;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SERENISIMA CREMOSO 120GR;Lacteos;Yogur;La Serenisima;Danone;991,2;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SEREN÷SIMA ENTERO CREMOSO SABOR VAINILLA 120 GR;Lacteos;Yogur;La Serenisima;Danone;991,2;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SERENISIMA FIRME 120GR;Lacteos;Yogur;La Serenisima;Danone;991,2;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SERENISIMA FIRME 190GR;Lacteos;Yogur;La Serenisima;Danone;1541,3;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 120GR;Lacteos;Yogur;La Serenisima;Danone;991,2;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 190GR;Lacteos;Yogur;La Serenisima;Danone;1541,3;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR LA SEREN÷SIMA BEBIBLE FRUTILLA CLµSICO 900 GR;Lacteos;Yogur;La Serenisima;Danone;3581,2;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT CEREALES;Lacteos;Yogur;Milkaut;Savencia;1872,2;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT CREMOSO 190GR;Lacteos;Yogur;Milkaut;Savencia;1297,9;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT ENTERO DE VAIILLA EN POTE 190 GR;Lacteos;Yogur;Milkaut;Savencia;1297,9;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT ENTERO DURAZNOS COLCH‡N FRUTAS 150 GR;Lacteos;Yogur;Milkaut;Savencia;1590,1;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;Yogur Milkaut Firme Frutilla x 180g;Lacteos;Yogur;Milkaut;Savencia;1272,5;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;Yogur Milkaut Firme Vainilla x 180g;Lacteos;Yogur;Milkaut;Savencia;1272,5;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT SACHET 900GR;Lacteos;Yogur;Milkaut;Savencia;3090;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT SACHET BEBIBLE ENTERO FRUTILLA 900 GR;Lacteos;Yogur;Milkaut;Savencia;3090;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT ENTERO SABOR VAINILLA SACHET 905 GR;Lacteos;Yogur;Milkaut;Savencia;3090;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT TETRATOP 950ML;Lacteos;Yogur;Milkaut;Savencia;3085;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT TETRATOP 950ML;Lacteos;Yogur;Milkaut;Savencia;3085;;;16/5/2025;800-001-10000;Dar
;7,79482E+12;YOGUR MILKAUT TROZOS FRUTAS 150GR;Lacteos;Yogur;Tregar;Garcia Hnos;1590,1;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR YOGURISIMO 166 GR. CEREALES;Lacteos;Yogur;Yogurisimo;Danone;3732,6;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR YOGURISIMO CREMIX 120GR;Lacteos;Yogur;Yogurisimo;Danone;1554,7;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR YOGURISIMO FIRME 120GR;Lacteos;Yogur;Yogurisimo;Danone;1554,7;;;16/5/2025;800-001-10000;Dar
;7,79134E+12;YOGUR YOGURISIMO FIRME 190GR;Lacteos;Yogur;Yogurisimo;Danone;2383,3;;;16/5/2025;800-001-10000;Dar
;7,79079E+12;CREMA ILOLAY SIMPLE 200CC;Lacteos;Crema;ilolay;Savencia;2300;1720;;16/5/2025;015-001-10000;Dia
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 200CC;Lacteos;Crema;La Serenisima;Mastellone;2475;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 330CC;Lacteos;Crema;La Serenisima;Mastellone;3775;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;CREMA MILKAUT DOBLE 200CC;Lacteos;Crema;Milkaut;Savencia;2900;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;CREMA MILKAUT SIMPLE 200CC;Lacteos;Crema;Milkaut;Savencia;2770;;;16/5/2025;015-001-10000;Dia
;7,79391E+12;CREMA TREGAR SIMPLE 200CC;Lacteos;Crema;Tregar;Garcia Hnos;2350;;;16/5/2025;015-001-10000;Dia
;7,79391E+12;CREMA TREGAR SIMPLE 350CC;Lacteos;Crema;Tregar;Garcia Hnos;3650;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;DDL LA SERENISIMA CLASICO 400GR;Lacteos;DDL;La Serenisima;Mastellone;2980;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;DDL LA SERENISIMA COLONIAL 1KG;Lacteos;DDL;La Serenisima;Mastellone;7975;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;DDL LA SERENISIMA COLONIAL 400GR;Lacteos;DDL;La Serenisima;Mastellone;3655;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;DDL LA SERENISIMA REPOSTERO 400GR;Lacteos;DDL;La Serenisima;Mastellone;3310;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;DDL MILKAUT CLASICO 400GR;Lacteos;DDL;Milkaut;Savencia;3395;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;LECHE CHOCOLATADA CINDOR 1LT;Lacteos;Chocolatada;Cindor;Danone;5200;3900;;16/5/2025;015-001-10000;Dia
;7,79134E+12;LECHE CHOCOLATADA CINDOR 200CC;Lacteos;Chocolatada;Cindor;Danone;2000;;;16/5/2025;015-001-10000;Dia
;7,79079E+12;LECHE CHOCOLATADA ILOLAY 1LT;Lacteos;Chocolatada;ilolay;Savencia;2700;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;LECHE CHOCOLATADA LA SERENISIMA 1LT;Lacteos;Chocolatada;La Serenisima;Danone;3945;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;LECHE CHOCOLATADA LA SERENISIMA 200CC;Lacteos;Chocolatada;La Serenisima;Danone;1570;;;16/5/2025;015-001-10000;Dia
;7,79834E+12;LECHE CHOCOLATADA LAS 3 NI•AS 200CC;Lacteos;Chocolatada;Las 3 Ni§as;Adecco;1100;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;LECHE LA SERENISIMA BOTELLA 1LT;Lacteos;Leche;La Serenisima;Mastellone;2355;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;LECHE LA SERENISIMA SACHET 1LT;Lacteos;Leche;La Serenisima;Mastellone;1695;1465;;16/5/2025;015-001-10000;Dia
;7,79074E+12;LECHE LA SERENISIMA TETRA 1LT;Lacteos;Leche;La Serenisima;Mastellone;2245;;;16/5/2025;015-001-10000;Dia
;7,79834E+12;LECHE LAS 3 NI•AS TETRA 1LT;Lacteos;Leche;Las 3 Ni§as;Adecco;1980;;;16/5/2025;015-001-10000;Dia
;7,79079E+12;MANTECA ILOLAY 100GR;Lacteos;Manteca;ilolay;Savencia;1700;;;16/5/2025;015-001-10000;Dia
;7,79079E+12;MANTECA ILOLAY 200GR;Lacteos;Manteca;ilolay;Savencia;3400;;;16/5/2025;015-001-10000;Dia
;7,79394E+12;MANTECA LA SERENISIMA 100GR;Lacteos;Manteca;La Serenisima;Mastellone;2085;;;16/5/2025;015-001-10000;Dia
;7,79394E+12;MANTECA LA SERENISIMA 200GR;Lacteos;Manteca;La Serenisima;Mastellone;3680;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;MANTECA MILKAUT 100GR;Lacteos;Manteca;Milkaut;Savencia;2170;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;POSTRE DANETTE 95GR;Lacteos;Postre;Danette;Danone;1765;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;POSTRE FLAN DANETTE 95GR;Lacteos;Flan;Danette;Danone;1765;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;POSTRE LA SERENISIMA 95GR;Lacteos;Postre;Tregar;Garcia Hnos;1060;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;POSTRE SERENITO 95GR;Lacteos;Provoleta;La Serenisima;Mastellone;1560;;;16/5/2025;015-001-10000;Dia
;7,79391E+12;POSTRE TREGAR ARROZ CON LECHE 180GR;Lacteos;Provoleta;Santa Rosa;Savencia;1450;1010;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA CASANCREM 290GR;Lacteos;Q. Crema;CasanCrem;Danone;4345;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA CASANCREM 480GR;Lacteos;Q. Crema;CasanCrem;Danone;6620;4950;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA CASANCREM BLANCO LIGHT  290 G;Lacteos;Q. Crema;CasanCrem;Danone;4345;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA CASANCREM BLANCO LIGHT  480 G;Lacteos;Q. Crema;Cremon;Mastellone;6620;4950;;16/5/2025;015-001-10000;Dia
;7,79074E+12;Q. CREMA FINLANDIA LIGHT 290 GR;Lacteos;Q. Crema;Finlandia;Mastellone;4340;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;Q. CREMA FINLANDIA 290GR;Lacteos;Q. Untable;Finlandia;Mastellone;4340;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;Q. CREMA FINLANDIA BALANCE 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2895;;;16/5/2025;015-001-10000;Dia
;7,79499E+12;Q. CREMA LA PAULINA 290GR;Lacteos;Q. Untable;ilolay;Savencia;2680;1960;;16/5/2025;015-001-10000;Dia
;7,79499E+12;Q. CREMA LA PAULINA LIGHT 290 GR;Lacteos;Q. Untable;ilolay;Savencia;2680;1960;;16/5/2025;015-001-10000;Dia
;7,79499E+12;Q. CREMA LA PAULINA UNTABLE PORT SALUT LIGHT 190 G;Lacteos;Q. Crema;La Paulina;Saputo;2360;1990;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA LA SERENISIMA 290GR;Lacteos;Q. Crema;La Paulina;Saputo;3060;1990;;16/5/2025;015-001-10000;Dia
;7,79134E+12;Q. CREMA LA SEREN÷SIMA BLANCO CLµSICO LIGHT  290G;Lacteos;Q. Untable;La Paulina;Saputo;3060;1990;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Q. CREMA MILKAUT 290GR;Lacteos;Q. Crema;La Serenisima;Danone;3750;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Q. CREMA MILKAUT 445GR;Lacteos;Q. Crema;La Serenisima;Danone;4500;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Q. CREMA MILKAUT UNTABLE CREMATTO 285 GR;Lacteos;Q. Crema;Milkaut;Savencia;3750;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Q. CREMA MILKAUT UNTABLE CREMATTO 445 GR;Lacteos;Q. Crema;Milkaut;Savencia;4500;;;16/5/2025;015-001-10000;Dia
;7,79806E+12;Q. CREMA TONADITA CREMETTE LIGHT 480 GR;Lacteos;Q. Crema;Milkaut;Savencia;3250;;;16/5/2025;015-001-10000;Dia
;7,79806E+12;Q. CREMA TONADITA UNTABLE GRUYERE 180 GR;Lacteos;Q. Crema;Tonadita;Elcor;1980;;;16/5/2025;015-001-10000;Dia
;7,79391E+12;Q. CREMA TREGAR BLANCO 290GR;Lacteos;Q. Crema;Tonadita;Elcor;3150;;;16/5/2025;015-001-10000;Dia
;7,79391E+12;Q. CREMA TREGAR BLANCO LIGHT 290 GR;Lacteos;Q. Crema;Tonadita;Elcor;3150;;;16/5/2025;015-001-10000;Dia
;99-1888100000014;Q. CREMOSO LA PAULINA XKG;Lacteos;Q. Crema;Tregar;Garcia Hnos;14490;;;16/5/2025;015-001-10000;Dia
;99-1777100000021;Q. CREMOSO LA SERENISIMA CREMON XKG;Lacteos;Q. Crema;Tregar;Garcia Hnos;14450;;;16/5/2025;015-001-10000;Dia
;99-1777100000017;Q. PATEGRAS LA SERENISIMA XKG;Lacteos;Q. Danbo/Tybo;La Paulina;Saputo;25300;;;16/5/2025;015-001-10000;Dia
;99-1777100000019;Q. PROVOLONE LA SERENISIMA XKG;Lacteos;Q. Pategras;Milkaut;Savencia;30660;;;16/5/2025;015-001-10000;Dia
;7,7904E+12;Q. RALLADO LA PAULINA 150GR;Lacteos;Q. Provolone;Milkaut;Savencia;4630;3990;;16/5/2025;015-001-10000;Dia
;7,7904E+12;Q. RALLADO LA PAULINA 40GR;Lacteos;Q. Provolone;Santa Rosa;Savencia;1560;;;16/5/2025;015-001-10000;Dia
;7,79074E+12;Q. RALLADO LA SERENISIMA 130GR;Lacteos;Q. Provolone;Tregar;Garcia Hnos;4840;;;16/5/2025;015-001-10000;Dia
;99-1777100000022;Q. REGGIANITO LA SERENISIMA XKG;Lacteos;Q. Rallado;Milkaut;Savencia;30660;;;16/5/2025;015-001-10000;Dia
;99-1777100000020;Q. SARDO LA SERENISIMA XKG;Lacteos;Q. Reggianito;La Serenisima;Mastellone;29000;;;16/5/2025;015-001-10000;Dia
;99-1555100000036;Q. SARDO SANTA ROSA XKG;Lacteos;Q. Reggianito;Santa Rosa;Savencia;39150;;;16/5/2025;015-001-10000;Dia
;7,79156E+12;TRIANGULOS ADLER FONTINA 100GR;Lacteos;Yogur;Gran Compra;Danone;2485;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR  LA SEREN÷SIMA BEBIBLE FRUTILLA CLµSICO 900 GR;Lacteos;Yogur;Gran Compra;Danone;3190;2070;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR GRAN COMPRA CREMOSO 120GR;Lacteos;Yogur;ilolay;Savencia;640;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR GRAN COMPRA SACHET 900GR;Lacteos;Yogur;ilolay;Savencia;2330;;;16/5/2025;015-001-10000;Dia
;7,79079E+12;YOGUR ILOLAY 165GR. CEREALES;Lacteos;Yogur;ilolay;Savencia;1450;;;16/5/2025;015-001-10000;Dia
;7,79079E+12;YOGUR ILOLAY CON CEREALES DESCREMADO ;Lacteos;Yogur;ilolay;Savencia;1450;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SERENISIMA CEREALES;Lacteos;Yogur;La Serenisima;Danone;2155;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SERENISIMA CON CEREALES DESCREMADO  157GR;Lacteos;Yogur;La Serenisima;Danone;2155;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SERENISIMA CREMOSO 120GR;Lacteos;Yogur;La Serenisima;Danone;890;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SEREN÷SIMA ENTERO CREMOSO SABOR VAINILLA 120 GR;Lacteos;Yogur;La Serenisima;Danone;890;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SERENISIMA FIRME 120GR;Lacteos;Yogur;La Serenisima;Danone;890;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SERENISIMA FIRME 190GR;Lacteos;Yogur;La Serenisima;Danone;1390;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 120GR;Lacteos;Yogur;La Serenisima;Danone;890;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 190GR;Lacteos;Yogur;La Serenisima;Danone;1390;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR LA SEREN÷SIMA BEBIBLE FRUTILLA CLµSICO 900 GR;Lacteos;Yogur;La Serenisima;Danone;3190;2070;;16/5/2025;015-001-10000;Dia
;7,79106E+12;YOGUR MANFREY FIRME 140GR;Lacteos;Yogur;Manfrey;;520;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT CREMOSO 120GR;Lacteos;Yogur;Milkaut;Savencia;900;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT CREMOSO ENTERO DE VAINILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;900;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT CREMOSO FRUTILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;900;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT CREMOSO VAINILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;900;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Yogur Milkaut Firme Frutilla x 180g;Lacteos;Yogur;Milkaut;Savencia;1425;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;Yogur Milkaut Firme Vainilla x 180g;Lacteos;Yogur;Milkaut;Savencia;1425;;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT SACHET 900GR;Lacteos;Yogur;Milkaut;Savencia;2790;2080;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT SACHET BEBIBLE ENTERO FRUTILLA 900 GR;Lacteos;Yogur;Milkaut;Savencia;2780;2080;;16/5/2025;015-001-10000;Dia
;7,79482E+12;YOGUR MILKAUT ENTERO SABOR VAINILLA SACHET 905 GR;Lacteos;Yogur;Milkaut;Savencia;2780;2080;;16/5/2025;015-001-10000;Dia
;7,79391E+12;YOGUR TREGAR DESCREMADO FIRME DE VAINILLA 125 GR;Lacteos;Yogur;Tregar;Garcia Hnos;760;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR YOGURISIMO 166 GR. CEREALES;Lacteos;Yogur;Yogurisimo;Danone;3120;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR YOGURISIMO CREMIX 120GR;Lacteos;Yogur;Yogurisimo;Danone;1400;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR YOGURISIMO FIRME 120GR;Lacteos;Yogur;Yogurisimo;Danone;1400;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR YOGURISIMO FIRME 190GR;Lacteos;Yogur;Yogurisimo;Danone;2105;;;16/5/2025;015-001-10000;Dia
;7,79134E+12;YOGUR YOGURISIMO SACHET 900GR;Lacteos;Yogur;Yogurisimo;Danone;4600;;;16/5/2025;015-001-10000;Dia
;;LECHE UAT LA SERENISIMA LIVIANA 1% 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2326;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA LIVIANA 1% 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2326;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA 0% LACTOSA 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA 0% LACTOSA 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA 0% LACTOSA 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA PROTEIN 0% 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA PROTEIN 0% 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT LA SERENISIMA PROTEIN 0% 1 LTS;Lacteos;Leche;LA SERENISIMA;Mastellone;2369;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO LA SERENISIMA ZERO LACTOSA 400 GRS;Lacteos;Leche;LA SERENISIMA;Mastellone;8223;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO LA SERENISIMA ZERO LACTOSA 400 GRS;Lacteos;Leche;LA SERENISIMA;Mastellone;8223;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO LA SERENISIMA ZERO LACTOSA 400 GRS;Lacteos;Leche;LA SERENISIMA;Mastellone;8223;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA DESCREMADA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA DESCREMADA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA DESCREMADA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA ENTERA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA ENTERA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT VERONICA ENTERA 1000 CC;Lacteos;Leche;S/D;S/D;1480;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 1 LTS;Lacteos;Leche;Cindor;Cindor;5600;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 1 LTS;Lacteos;Leche;Cindor;Cindor;5600;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 1 LTS;Lacteos;Leche;Cindor;Cindor;5600;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA NESQUIK LIVIANO 200 CC;Lacteos;Leche;S/D;S/D;1411;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA NESQUIK LIVIANO 200 CC;Lacteos;Leche;S/D;S/D;1411;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA NESQUIK LIVIANO 200 CC;Lacteos;Leche;S/D;S/D;1411;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO NIDO PBI01 DOBLE ACC 800 GRS;Lacteos;Leche;S/D;S/D;12941;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO NIDO PBI01 DOBLE ACC 800 GRS;Lacteos;Leche;S/D;S/D;12941;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO NIDO PBI01 DOBLE ACC 800 GRS;Lacteos;Leche;S/D;S/D;12941;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL LA LECHERA APOLLO SFPK 400 GRS;Lacteos;Leche;S/D;S/D;5734;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL LA LECHERA APOLLO SFPK 400 GRS;Lacteos;Leche;S/D;S/D;5734;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL LA LECHERA APOLLO SFPK 400 GRS;Lacteos;Leche;S/D;S/D;5734;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA PLUS ENTERA 800 GRS;Lacteos;Leche;Purisima;Purisima;6510;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA PLUS ENTERA 800 GRS;Lacteos;Leche;Purisima;Purisima;6510;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA PLUS ENTERA 800 GRS;Lacteos;Leche;Purisima;Purisima;6510;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA REDEN LACTOSA 400 GRS;Lacteos;Leche;Purisima;Purisima;4536;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA REDEN LACTOSA 400 GRS;Lacteos;Leche;Purisima;Purisima;4536;;;16/5/2025;017-001-10000;Atomo
;;LECHE EN POLVO PURISIMA REDEN LACTOSA 400 GRS;Lacteos;Leche;Purisima;Purisima;4536;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL FRANCISCANA ENTERA 800 GRS;Lacteos;Leche;S/D;S/D;4844;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL FRANCISCANA ENTERA 800 GRS;Lacteos;Leche;S/D;S/D;4844;;;16/5/2025;017-001-10000;Atomo
;;LECHE MODIFPOL FRANCISCANA ENTERA 800 GRS;Lacteos;Leche;S/D;S/D;4844;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY DESCREMADA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY DESCREMADA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY DESCREMADA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY ENTERA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY ENTERA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE UAT ILOLAY ENTERA 1000 CC;Lacteos;Leche;Ilolay;Savencia;1530;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 200 CC;Lacteos;Leche;Cindor;Cindor;2095;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 200 CC;Lacteos;Leche;Cindor;Cindor;2095;;;16/5/2025;017-001-10000;Atomo
;;LECHE CHOCOLATA CINDOR TETRA 200 CC;Lacteos;Leche;Cindor;Cindor;2095;;;16/5/2025;017-001-10000;Atomo
