COD;EAN;PRODUCTO;CATEGORIA;SUBCATEGORIA;MARCA;FABRICANTE;PRECIO_LISTA;PRECIO_OFERTA;TIPO_OFERTA;FECHA;ID_BANDERA;BANDERA
;7,79079E+12;CREMA ILOLAY SIMPLE 200CC;Lacteos;Crema;ilolay;Savencia;2419;;;16/5/2025;011-005-10000;Mas ONLine
;7,7904E+12;CREMA LA PAULINA SIMPLE 350CC;Lacteos;Crema;La Paulina;Saputo;3239;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 200CC;Lacteos;Crema;La Serenisima;Mastellone;2479;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 330CC;Lacteos;Crema;La Serenisima;Mastellone;3779;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;CREMA MILKAUT DOBLE 200CC;Lacteos;Crema;Milkaut;Savencia;3099;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;CREMA MILKAUT SIMPLE 330CC;Lacteos;Crema;Milkaut;Savencia;4869;;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;CREMA TONADITA SIMPLE 200CC;Lacteos;Crema;Tonadita;Elcor;1869;;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;CREMA TONADITA SIMPLE 350CC;Lacteos;Crema;Tonadita;Elcor;3089;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;CREMA TREGAR SIMPLE 200CC;Lacteos;Crema;Tregar;Garcia Hnos;2379;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;CREMA TREGAR SIMPLE 350CC;Lacteos;Crema;Tregar;Garcia Hnos;3849;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;DDL ILOLAY CLASICO 1KG;Lacteos;DDL;ilolay;Savencia;7519;5639,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;DDL ILOLAY CLASICO 400GR;Lacteos;DDL;ilolay;Savencia;2939;2204,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;DDL ILOLAY REPOSTERO 400GR;Lacteos;DDL;ilolay;Savencia;3779;2834,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;DDL LA SERENISIMA CLASICO 400GR;Lacteos;DDL;La Serenisima;Mastellone;3059;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;DDL LA SERENISIMA COLONIAL 1KG;Lacteos;DDL;La Serenisima;Mastellone;7979;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;DDL LA SERENISIMA COLONIAL 400GR;Lacteos;DDL;La Serenisima;Mastellone;3659;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;DDL LA SERENISIMA REPOSTERO 400GR;Lacteos;DDL;La Serenisima;Mastellone;3309;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;DDL MILKAUT CLASICO 1KG;Lacteos;DDL;Milkaut;Savencia;6329;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;DDL MILKAUT CLASICO 400GR;Lacteos;DDL;Milkaut;Savencia;3399;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;DDL MILKAUT DE CAMPO 400GR;Lacteos;DDL;Milkaut;Savencia;2699;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;DDL MILKAUT REPOSTERO 400GR;Lacteos;DDL;Milkaut;Savencia;3749;;;16/5/2025;011-005-10000;Mas ONLine
;7,79024E+12;DDL SAN IGNACIO CLASICO 400GR;Lacteos;DDL;San Ignacio;San Ignacio;2909;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+11;DDL TREGAR CLASICO 400GR;Lacteos;DDL;Tregar;Garcia Hnos;2589;1941,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;LECHE CHOCOLATADA CINDOR 1LT;Lacteos;Chocolatada;Cindor;Danone;5569;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;LECHE CHOCOLATADA CINDOR 200CC;Lacteos;Chocolatada;Cindor;Danone;1999;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;LECHE CHOCOLATADA ILOLAY 1LT;Lacteos;Chocolatada;ilolay;Savencia;3029;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;LECHE CHOCOLATADA ILOLAY 200CC;Lacteos;Chocolatada;ilolay;Savencia;1159;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;LECHE CHOCOLATADA LA SERENISIMA 200CC;Lacteos;Chocolatada;La Serenisima;Danone;1569;;;16/5/2025;011-005-10000;Mas ONLine
;7,79834E+12;LECHE CHOCOLATADA LAS 3 NI•AS 1LT;Lacteos;Chocolatada;Las 3 Ni§as;Adecco;3569;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;LECHE LA SERENISIMA SACHET 1LT;Lacteos;Leche;La Serenisima;Mastellone;1699;1465;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;LECHE LA SERENISIMA TETRA 1LT;Lacteos;Leche;La Serenisima;Mastellone;2249;1499,33;;16/5/2025;011-005-10000;Mas ONLine
;7,79834E+12;LECHE LAS 3 NI•AS TETRA 1LT;Lacteos;Leche;Las 3 Ni§as;Adecco;2089;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;MANTECA ILOLAY 100GR;Lacteos;Manteca;ilolay;Savencia;1919;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;MANTECA ILOLAY 200GR;Lacteos;Manteca;ilolay;Savencia;4039;;;16/5/2025;011-005-10000;Mas ONLine
;7,7904E+12;MANTECA LA PAULINA 100GR;Lacteos;Manteca;La Paulina;Saputo;1929;;;16/5/2025;011-005-10000;Mas ONLine
;7,7904E+12;MANTECA LA PAULINA 200GR;Lacteos;Manteca;La Paulina;Saputo;3529;;;16/5/2025;011-005-10000;Mas ONLine
;7,79394E+12;MANTECA LA SERENISIMA 100GR;Lacteos;Manteca;La Serenisima;Mastellone;2089;;;16/5/2025;011-005-10000;Mas ONLine
;7,79394E+12;MANTECA LA SERENISIMA 200GR;Lacteos;Manteca;La Serenisima;Mastellone;3679;;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;MANTECA TONADITA 200GR;Lacteos;Manteca;Tonadita;Elcor;3049;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;POSTRE DANETTE 95GR;Lacteos;Postre;Danette;Danone;1899;949,5;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;POSTRE FLAN DANETTE 95GR;Lacteos;Flan;Danette;Danone;1899;949,5;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;POSTRE LA SERENISIMA 95GR;Lacteos;Postre;Tregar;Garcia Hnos;1139;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;POSTRE SERENITO 95GR;Lacteos;Provoleta;La Serenisima;Mastellone;1709;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;POSTRE TREGAR ARROZ CON LECHE 180GR;Lacteos;Provoleta;Santa Rosa;Savencia;1499;;;16/5/2025;011-005-10000;Mas ONLine
;99-1111100000034;Q. AZUL SAN IGNACIO XKG;Lacteos;Q. Azul;Tregar;Garcia Hnos;4589;;120gr;16/5/2025;011-005-10000;Mas ONLine
;99-1555100000037;Q. AZUL SANTA ROSA XKG;Lacteos;Q. Untable;Adler;Savencia;36635;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;Q. CREMA CASANCREM 480GR;Lacteos;Q. Crema;CasanCrem;Danone;6989;4193,4;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;Q. CREMA CASANCREM BLANCO LIGHT  290 G;Lacteos;Q. Crema;CasanCrem;Danone;4589;2753,4;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;Q. CREMA CASANCREM BLANCO LIGHT  480 G;Lacteos;Q. Crema;Cremon;Mastellone;6989;4193,4;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA CREMON 280GR;Lacteos;Q. Crema;Cremon;Mastellone;3089;2007,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA FINLANDIA LIGHT 290 GR;Lacteos;Q. Crema;Finlandia;Mastellone;4339;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA FINLANDIA 290GR;Lacteos;Q. Untable;Finlandia;Mastellone;4339;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA FINLANDIA BALANCE 180 GR;Lacteos;Q. Crema;Finlandia;Mastellone;2889;;;16/5/2025;011-005-10000;Mas ONLine
;7,79499E+12;Q. CREMA LA PAULINA 290GR;Lacteos;Q. Untable;ilolay;Savencia;2729;2046,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79499E+12;Q. CREMA LA PAULINA LIGHT 290 GR;Lacteos;Q. Untable;ilolay;Savencia;2729;;;16/5/2025;011-005-10000;Mas ONLine
;7,79499E+12;Q. CREMA LA PAULINA UNTABLE PORT SALUT LIGHT 190 G;Lacteos;Q. Crema;La Paulina;Saputo;2439;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;Q. CREMA LA SERENISIMA 290GR;Lacteos;Q. Crema;La Paulina;Saputo;3259;2444,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;Q. CREMA LA SEREN÷SIMA BLANCO CLµSICO LIGHT  290G;Lacteos;Q. Untable;La Paulina;Saputo;3259;2444,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA CREM‡N LIGHT 280 GR;Lacteos;Q. Untable;La Paulina;Saputo;3089;2007,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. CREMA MILKAUT 290GR;Lacteos;Q. Crema;La Serenisima;Danone;3959;2969,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. CREMA MILKAUT 445GR;Lacteos;Q. Crema;La Serenisima;Danone;5719;4289,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. CREMA MILKAUT UNTABLE CREMATTO 285 GR;Lacteos;Q. Crema;Milkaut;Savencia;3959;2969,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. CREMA MILKAUT UNTABLE CREMATTO 445 GR;Lacteos;Q. Crema;Milkaut;Savencia;5719;4289,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA 290GR;Lacteos;Q. Untable;Milkaut;Savencia;2129;1383,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA 480GR;Lacteos;Q. Untable;Milkaut;Savencia;3439;2235,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA CREMETTE LIGHT 290 GR;Lacteos;Q. Crema;Milkaut;Savencia;2129;1383,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA CREMETTE LIGHT 480 GR;Lacteos;Q. Crema;Milkaut;Savencia;3439;2235,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA UNTABLE GRUYERE 180 GR;Lacteos;Q. Crema;Tonadita;Elcor;2119;1377,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;Q. CREMA TREGAR 280GR;Lacteos;Q. Crema;Tonadita;Elcor;3159;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;Q. CREMA TREGAR BLANCO LIGHT 290 GR;Lacteos;Q. Crema;Tonadita;Elcor;3329;;;16/5/2025;011-005-10000;Mas ONLine
;99-1888100000014;Q. CREMOSO LA PAULINA XKG;Lacteos;Q. Crema;Tregar;Garcia Hnos;12500;;;16/5/2025;011-005-10000;Mas ONLine
;99-1777100000021;Q. CREMOSO LA SERENISIMA CREMON XKG;Lacteos;Q. Crema;Tregar;Garcia Hnos;13979;;;16/5/2025;011-005-10000;Mas ONLine
;99-1777100000017;Q. PATEGRAS LA SERENISIMA XKG;Lacteos;Q. Danbo/Tybo;La Paulina;Saputo;25789;;;16/5/2025;011-005-10000;Mas ONLine
;99-1777100000019;Q. PROVOLONE LA SERENISIMA XKG;Lacteos;Q. Pategras;Milkaut;Savencia;31429;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;Q. RALLADO ILOLAY 120GR;Lacteos;Q. Provolone;La Paulina;Saputo;4689;3516,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;Q. RALLADO ILOLAY 40GR;Lacteos;Q. Provolone;La Serenisima;Mastellone;1689;1266,75;;16/5/2025;011-005-10000;Mas ONLine
;7,7904E+12;Q. RALLADO LA PAULINA 150GR;Lacteos;Q. Provolone;Milkaut;Savencia;4889;;;16/5/2025;011-005-10000;Mas ONLine
;7,7904E+12;Q. RALLADO LA PAULINA 40GR;Lacteos;Q. Provolone;Santa Rosa;Savencia;1689;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. RALLADO LA SERENISIMA 130GR;Lacteos;Q. Provolone;Tregar;Garcia Hnos;4839;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. RALLADO LA SERENISIMA 35GR;Lacteos;Q. Pategras;ilolay;Savencia;1389;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. RALLADO MILKAUT 120GR;Lacteos;Q. Rallado;ilolay;Savencia;4549;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. RALLADO MILKAUT 40GR;Lacteos;Q. Rallado;ilolay;Savencia;1759;;;16/5/2025;011-005-10000;Mas ONLine
;99-1888100000015;Q. REGGIANITO LA PAULINA XKG;Lacteos;Q. Rallado;La Serenisima;Mastellone;28989,01;;;16/5/2025;011-005-10000;Mas ONLine
;99-1777100000022;Q. REGGIANITO LA SERENISIMA XKG;Lacteos;Q. Rallado;Milkaut;Savencia;31379;;;16/5/2025;011-005-10000;Mas ONLine
;99-1777100000020;Q. SARDO LA SERENISIMA XKG;Lacteos;Q. Reggianito;La Serenisima;Mastellone;29659;;;16/5/2025;011-005-10000;Mas ONLine
;7,79074E+12;Q. CREMA FINLANDIA UNTABLE 180GR;Lacteos;Q. Sardo;La Paulina;Saputo;2899;;;16/5/2025;011-005-10000;Mas ONLine
;7,79499E+12;Q. CREMA LA PAULINA UNTABLE 190GR;Lacteos;Q. Sardo;Milkaut;Savencia;2439;;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;Q. CREMA MILKAUT UNTABLE 190GR;Lacteos;Q. Sardo;Tregar;Garcia Hnos;2539;1904,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79806E+12;Q. CREMA TONADITA UNTABLE 180GR;Lacteos;Triangulos;Adler;Savencia;1999;1299,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79156E+12;TRIANGULOS ADLER FONTINA 100GR;Lacteos;Yogur;Gran Compra;Danone;2599;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR GRAN COMPRA CREMOSO 120GR;Lacteos;Yogur;ilolay;Savencia;689;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR GRAN COMPRA SACHET 900GR;Lacteos;Yogur;ilolay;Savencia;2469;1599;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY 165GR. CEREALES;Lacteos;Yogur;ilolay;Savencia;1519;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY CON CEREALES DESCREMADO ;Lacteos;Yogur;ilolay;Savencia;1519;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY CREMOSO 120GR;Lacteos;Yogur;ilolay;Savencia;739;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY FIRME 120GR;Lacteos;Yogur;ilolay;Savencia;739;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY FIRME 190GR;Lacteos;Yogur;ilolay;Savencia;1279;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY SACHET 900GR;Lacteos;Yogur;ilolay;Savencia;2619;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;YOGUR ILOLAY TROZOS FRUTAS 150GR;Lacteos;Yogur;La Serenisima;Danone;1389;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SERENISIMA CON CEREALES DESCREMADO  157GR;Lacteos;Yogur;La Serenisima;Danone;2309;1500,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SERENISIMA CREMOSO 120GR;Lacteos;Yogur;La Serenisima;Danone;959;623,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SEREN÷SIMA ENTERO CREMOSO SABOR VAINILLA 120 GR;Lacteos;Yogur;La Serenisima;Danone;959;623,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SERENISIMA FIRME 120GR;Lacteos;Yogur;La Serenisima;Danone;959;623,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SERENISIMA FIRME 190GR;Lacteos;Yogur;La Serenisima;Danone;1489;967,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 120GR;Lacteos;Yogur;La Serenisima;Danone;959;623,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SEREN÷SIMA FIRME VAINILLA CLµSICO 190GR;Lacteos;Yogur;La Serenisima;Danone;1489;967,85;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR LA SEREN÷SIMA BEBIBLE FRUTILLA CLµSICO 900 GR;Lacteos;Yogur;La Serenisima;Danone;3359;2183,35;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT CREMOSO 120GR;Lacteos;Yogur;Milkaut;Savencia;949;711,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT CREMOSO 190GR;Lacteos;Yogur;Milkaut;Savencia;1349;1011,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT CREMOSO ENTERO DE VAINILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;949;711,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT CREMOSO FRUTILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;949;711,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT CREMOSO VAINILLA 120 GR;Lacteos;Yogur;Milkaut;Savencia;949;711,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT ENTERO DURAZNOS COLCH‡N FRUTAS 150 GR;Lacteos;Yogur;Milkaut;Savencia;1689;1266,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT ENTERO DE VAINILLA CON CEREALES EN POTE 155 GR;Lacteos;Yogur;Milkaut;Savencia;1969;1476,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT SACHET 900GR;Lacteos;Yogur;Milkaut;Savencia;2879;2159,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT SACHET BEBIBLE ENTERO FRUTILLA 900 GR;Lacteos;Yogur;Milkaut;Savencia;2899;2159,25;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT TETRATOP 950ML;Lacteos;Yogur;Milkaut;Savencia;3229;2421,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79482E+12;YOGUR MILKAUT TROZOS FRUTAS 150GR;Lacteos;Yogur;Milkaut;Savencia;1689;1266,75;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;YOGUR TREGAR CEREALES;Lacteos;Yogur;Milkaut;Savencia;1699;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;YOGUR TREGAR CREMOSO 120GR;Lacteos;Yogur;Tregar;Garcia Hnos;759;;;16/5/2025;011-005-10000;Mas ONLine
;7,79391E+12;YOGUR TREGAR TROZOS FRUTAS 150GR;Lacteos;Yogur;Tregar;Garcia Hnos;1389;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR YOGURISIMO 166 GR. CEREALES;Lacteos;Yogur;Tregar;Garcia Hnos;3249;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR YOGURISIMO CREMIX 120GR;Lacteos;Yogur;Tregar;Garcia Hnos;1459;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR YOGURISIMO FIRME 120GR;Lacteos;Yogur;Yogurisimo;Danone;1459;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR YOGURISIMO FIRME 190GR;Lacteos;Yogur;Yogurisimo;Danone;2239;;;16/5/2025;011-005-10000;Mas ONLine
;7,79134E+12;YOGUR YOGURISIMO SACHET 900GR;Lacteos;Yogur;Yogurisimo;Danone;4879;;;16/5/2025;011-005-10000;Mas ONLine
;7,79079E+12;CREMA ILOLAY DOBLE 200CC;Lacteos;Crema;ilolay;Savencia;2759;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;CREMA ILOLAY DOBLE 350CC;Lacteos;Crema;ilolay;Savencia;3925;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;CREMA ILOLAY SIMPLE 200CC;Lacteos;Crema;ilolay;Savencia;2300;;;16/5/2025;010-004-10000;Carrefour
;7,7904E+12;CREMA LA PAULINA SIMPLE 200CC;Lacteos;Crema;La Paulina;Saputo;1999;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 200CC;Lacteos;Crema;La Serenisima;Mastellone;2419;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;CREMA LA SERENISIMA SIMPLE 330CC;Lacteos;Crema;La Serenisima;Mastellone;3680;;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;CREMA MILKAUT SIMPLE 200CC;Lacteos;Crema;Milkaut;Savencia;2900;;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;CREMA MILKAUT SIMPLE 330CC;Lacteos;Crema;Milkaut;Savencia;3949;;;16/5/2025;010-004-10000;Carrefour
;7,79806E+12;CREMA TONADITA SIMPLE 200CC;Lacteos;Crema;Tonadita;Elcor;1870;;;16/5/2025;010-004-10000;Carrefour
;7,79806E+12;CREMA TONADITA SIMPLE 350CC;Lacteos;Crema;Tonadita;Elcor;3085;;;16/5/2025;010-004-10000;Carrefour
;7,79391E+12;CREMA TREGAR SIMPLE 350CC;Lacteos;Crema;Tregar;Garcia Hnos;3650;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;DDL ILOLAY CLASICO 400GR;Lacteos;DDL;ilolay;Savencia;2705;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;DDL LA SERENISIMA CLASICO 400GR;Lacteos;DDL;La Serenisima;Mastellone;2979;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;DDL LA SERENISIMA COLONIAL 1KG;Lacteos;DDL;La Serenisima;Mastellone;7779;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;DDL LA SERENISIMA COLONIAL 400GR;Lacteos;DDL;La Serenisima;Mastellone;3565;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;DDL LA SERENISIMA REPOSTERO 400GR;Lacteos;DDL;La Serenisima;Mastellone;3225;;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;DDL MILKAUT CLASICO 1KG;Lacteos;DDL;Milkaut;Savencia;6329;4746,75;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;DDL MILKAUT CLASICO 400GR;Lacteos;DDL;Milkaut;Savencia;3395;2546,25;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;DDL MILKAUT DE CAMPO 400GR;Lacteos;DDL;Milkaut;Savencia;2699;2024,25;;16/5/2025;010-004-10000;Carrefour
;7,79024E+12;DDL SAN IGNACIO CLASICO 400GR;Lacteos;DDL;San Ignacio;San Ignacio;2800;1960;;16/5/2025;010-004-10000;Carrefour
;7,79024E+12;DDL SAN IGNACIO REPOSTERO 400GR;Lacteos;DDL;San Ignacio;San Ignacio;2900;2030;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;LECHE CHOCOLATADA CINDOR 1LT;Lacteos;Chocolatada;Cindor;Danone;5199;3899,25;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;LECHE CHOCOLATADA CINDOR 200CC;Lacteos;Chocolatada;Cindor;Danone;1970;1477,5;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;LECHE CHOCOLATADA LA SERENISIMA 1LT;Lacteos;Chocolatada;La Serenisima;Danone;3945;;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;LECHE CHOCOLATADA LA SERENISIMA 200CC;Lacteos;Chocolatada;La Serenisima;Danone;1569;;;16/5/2025;010-004-10000;Carrefour
;7,79482E+12;LECHE CHOCOLATADA MILKAUT 1LT;Lacteos;Chocolatada;Milkaut;Savencia;3500;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;LECHE LA SERENISIMA BOTELLA 1LT;Lacteos;Leche;La Serenisima;Mastellone;2295;;;16/5/2025;010-004-10000;Carrefour
;7,79074E+12;LECHE LA SERENISIMA TETRA 1LT;Lacteos;Leche;La Serenisima;Mastellone;2190;;;16/5/2025;010-004-10000;Carrefour
;7,79834E+12;LECHE LAS 3 NI•AS TETRA 1LT;Lacteos;Leche;Las 3 Ni§as;Adecco;1980;1320;;16/5/2025;010-004-10000;Carrefour
;7,7981E+12;LECHE POLVO PURISIMA ENTERA 800GR;Lacteos;Leche Polvo;Purisima;La Sibilia;22669;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;MANTECA ILOLAY 100GR;Lacteos;Manteca;ilolay;Savencia;1700;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;MANTECA ILOLAY 200GR;Lacteos;Manteca;ilolay;Savencia;3400;;;16/5/2025;010-004-10000;Carrefour
;7,7904E+12;MANTECA LA PAULINA 100GR;Lacteos;Manteca;La Paulina;Saputo;1849;;;16/5/2025;010-004-10000;Carrefour
;7,7904E+12;MANTECA LA PAULINA 200GR;Lacteos;Manteca;La Paulina;Saputo;3395;;;16/5/2025;010-004-10000;Carrefour
;7,79394E+12;MANTECA LA SERENISIMA 100GR;Lacteos;Manteca;La Serenisima;Mastellone;2029;;;16/5/2025;010-004-10000;Carrefour
;7,79806E+12;MANTECA TONADITA 100GR;Lacteos;Manteca;Tonadita;Elcor;1830;;;16/5/2025;010-004-10000;Carrefour
;7,79806E+12;MANTECA TONADITA 200GR;Lacteos;Manteca;Tonadita;Elcor;3050;;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;POSTRE DANETTE 95GR;Lacteos;Postre;Danette;Danone;1765;1323,75;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;POSTRE FLAN DANETTE 95GR;Lacteos;Flan;Danette;Danone;1765;1323,75;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;POSTRE FLAN SERENITO 95GR;Lacteos;Postre;La Serenisima;Danone;1589;;;16/5/2025;010-004-10000;Carrefour
;7,79079E+12;POSTRE ILOLAY 120GR;Lacteos;Postre;Serenito;Danone;959;719,25;;16/5/2025;010-004-10000;Carrefour
;7,79134E+12;POSTRE LA SERENISIMA 95GR;Lacteos;Postre;Tregar;Garcia Hnos;1059;794,25;;16/5/2025;010-004-10000;Carrefour
